r(m), theta(rad), phi(rad), E(Re), E(Im)
3000.000000, 0.000000, 1.256637, 0.000114, 0.000000
3000.000000, 0.000000, 1.225221, 0.000096, 0.000000
3000.000000, 0.000000, 1.193805, 0.000077, 0.000000
3000.000000, 0.000000, 1.162389, 0.000058, 0.000000
3000.000000, 0.000000, 1.130973, 0.000046, 0.000000
3000.000000, 0.000000, 1.099557, 0.000050, 0.000000
3000.000000, 0.000000, 1.068142, 0.000064, 0.000000
3000.000000, 0.000000, 1.036726, 0.000076, 0.000000
3000.000000, 0.000000, 1.005310, 0.000083, 0.000000
3000.000000, 0.000000, 0.973894, 0.000082, 0.000000
3000.000000, 0.000000, 0.942478, 0.000073, 0.000000
3000.000000, 0.000000, 0.911062, 0.000060, 0.000000
3000.000000, 0.000000, 0.879646, 0.000048, 0.000000
3000.000000, 0.000000, 0.848230, 0.000039, 0.000000
3000.000000, 0.000000, 0.816814, 0.000035, 0.000000
3000.000000, 0.000000, 0.785398, 0.000032, 0.000000
3000.000000, 0.000000, 0.753982, 0.000026, 0.000000
3000.000000, 0.000000, 0.722566, 0.000019, 0.000000
3000.000000, 0.000000, 0.691150, 0.000014, 0.000000
3000.000000, 0.000000, 0.659734, 0.000012, 0.000000
3000.000000, 0.000000, 0.628319, 0.000013, 0.000000
3000.000000, 0.000000, 0.596903, 0.000016, 0.000000
3000.000000, 0.000000, 0.565487, 0.000020, 0.000000
3000.000000, 0.000000, 0.534071, 0.000023, 0.000000
3000.000000, 0.000000, 0.502655, 0.000023, 0.000000
3000.000000, 0.000000, 0.471239, 0.000023, 0.000000
3000.000000, 0.000000, 0.439823, 0.000023, 0.000000
3000.000000, 0.000000, 0.408407, 0.000024, 0.000000
3000.000000, 0.000000, 0.376991, 0.000024, 0.000000
3000.000000, 0.000000, 0.345575, 0.000024, 0.000000
3000.000000, 0.000000, 0.314159, 0.000023, 0.000000
3000.000000, 0.000000, 0.282743, 0.000022, 0.000000
3000.000000, 0.000000, 0.251327, 0.000022, 0.000000
3000.000000, 0.000000, 0.219911, 0.000021, 0.000000
3000.000000, 0.000000, 0.188496, 0.000020, 0.000000
3000.000000, 0.000000, 0.157080, 0.000019, 0.000000
3000.000000, 0.000000, 0.125664, 0.000019, 0.000000
3000.000000, 0.000000, 0.094248, 0.000019, 0.000000
3000.000000, 0.000000, 0.062832, 0.000017, 0.000000
3000.000000, 0.000000, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, 0.062832, 3.110177, 0.000016, 0.000000
3000.000000, 0.062832, 3.078761, 0.000018, 0.000000
3000.000000, 0.062832, 3.047345, 0.000018, 0.000000
3000.000000, 0.062832, 3.015929, 0.000018, 0.000000
3000.000000, 0.062832, 2.984513, 0.000020, 0.000000
3000.000000, 0.062832, 2.953097, 0.000021, 0.000000
3000.000000, 0.062832, 2.921681, 0.000020, 0.000000
3000.000000, 0.062832, 2.890265, 0.000021, 0.000000
3000.000000, 0.062832, 2.858849, 0.000023, 0.000000
3000.000000, 0.062832, 2.827433, 0.000025, 0.000000
3000.000000, 0.062832, 2.796017, 0.000024, 0.000000
3000.000000, 0.062832, 2.764602, 0.000023, 0.000000
3000.000000, 0.062832, 2.733186, 0.000024, 0.000000
3000.000000, 0.062832, 2.701770, 0.000025, 0.000000
3000.000000, 0.062832, 2.670354, 0.000024, 0.000000
3000.000000, 0.062832, 2.638938, 0.000022, 0.000000
3000.000000, 0.062832, 2.607522, 0.000022, 0.000000
3000.000000, 0.062832, 2.576106, 0.000021, 0.000000
3000.000000, 0.062832, 2.544690, 0.000018, 0.000000
3000.000000, 0.062832, 2.513274, 0.000013, 0.000000
3000.000000, 0.062832, 2.481858, 0.000011, 0.000000
3000.000000, 0.062832, 2.450442, 0.000011, 0.000000
3000.000000, 0.062832, 2.419026, 0.000016, 0.000000
3000.000000, 0.062832, 2.387610, 0.000023, 0.000000
3000.000000, 0.062832, 2.356194, 0.000030, 0.000000
3000.000000, 0.062832, 2.324779, 0.000035, 0.000000
3000.000000, 0.062832, 2.293363, 0.000038, 0.000000
3000.000000, 0.062832, 2.261947, 0.000044, 0.000000
3000.000000, 0.062832, 2.230531, 0.000055, 0.000000
3000.000000, 0.062832, 2.199115, 0.000068, 0.000000
3000.000000, 0.062832, 2.167699, 0.000078, 0.000000
3000.000000, 0.062832, 2.136283, 0.000081, 0.000000
3000.000000, 0.062832, 2.104867, 0.000076, 0.000000
3000.000000, 0.062832, 2.073451, 0.000064, 0.000000
3000.000000, 0.062832, 2.042035, 0.000051, 0.000000
3000.000000, 0.062832, 2.010619, 0.000046, 0.000000
3000.000000, 0.062832, 1.979203, 0.000056, 0.000000
3000.000000, 0.062832, 1.947787, 0.000074, 0.000000
3000.000000, 0.062832, 1.916372, 0.000094, 0.000000
3000.000000, 0.062832, 1.884956, 0.000112, 0.000000
3000.000000, 0.062832, 1.853540, 0.000127, 0.000000
3000.000000, 0.062832, 1.822124, 0.000141, 0.000000
3000.000000, 0.062832, 1.790708, 0.000153, 0.000000
3000.000000, 0.062832, 1.759292, 0.000164, 0.000000
3000.000000, 0.062832, 1.727876, 0.000175, 0.000000
3000.000000, 0.062832, 1.696460, 0.000186, 0.000000
3000.000000, 0.062832, 1.665044, 0.000195, 0.000000
3000.000000, 0.062832, 1.633628, 0.000202, 0.000000
3000.000000, 0.062832, 1.602212, 0.000206, 0.000000
3000.000000, 0.062832, 1.570796, 0.000207, 0.000000
3000.000000, 0.062832, 1.539380, 0.000206, 0.000000
3000.000000, 0.062832, 1.507964, 0.000201, 0.000000
3000.000000, 0.062832, 1.476549, 0.000194, 0.000000
3000.000000, 0.062832, 1.445133, 0.000184, 0.000000
3000.000000, 0.062832, 1.413717, 0.000174, 0.000000
3000.000000, 0.062832, 1.382301, 0.000162, 0.000000
3000.000000, 0.062832, 1.350885, 0.000151, 0.000000
3000.000000, 0.062832, 1.319469, 0.000138, 0.000000
3000.000000, 0.062832, 1.288053, 0.000125, 0.000000
3000.000000, 0.062832, 1.256637, 0.000110, 0.000000
3000.000000, 0.062832, 1.225221, 0.000093, 0.000000
3000.000000, 0.062832, 1.193805, 0.000075, 0.000000
3000.000000, 0.062832, 1.162389, 0.000057, 0.000000
3000.000000, 0.062832, 1.130973, 0.000046, 0.000000
3000.000000, 0.062832, 1.099557, 0.000050, 0.000000
3000.000000, 0.062832, 1.068142, 0.000063, 0.000000
3000.000000, 0.062832, 1.036726, 0.000075, 0.000000
3000.000000, 0.062832, 1.005310, 0.000081, 0.000000
3000.000000, 0.062832, 0.973894, 0.000079, 0.000000
3000.000000, 0.062832, 0.942478, 0.000070, 0.000000
3000.000000, 0.062832, 0.911062, 0.000057, 0.000000
3000.000000, 0.062832, 0.879646, 0.000045, 0.000000
3000.000000, 0.062832, 0.848230, 0.000038, 0.000000
3000.000000, 0.062832, 0.816814, 0.000034, 0.000000
3000.000000, 0.062832, 0.785398, 0.000031, 0.000000
3000.000000, 0.062832, 0.753982, 0.000025, 0.000000
3000.000000, 0.062832, 0.722566, 0.000018, 0.000000
3000.000000, 0.062832, 0.691150, 0.000013, 0.000000
3000.000000, 0.062832, 0.659734, 0.000011, 0.000000
3000.000000, 0.062832, 0.628319, 0.000012, 0.000000
3000.000000, 0.062832, 0.596903, 0.000016, 0.000000
3000.000000, 0.062832, 0.565487, 0.000020, 0.000000
3000.000000, 0.062832, 0.534071, 0.000022, 0.000000
3000.000000, 0.062832, 0.502655, 0.000023, 0.000000
3000.000000, 0.062832, 0.471239, 0.000023, 0.000000
3000.000000, 0.062832, 0.439823, 0.000023, 0.000000
3000.000000, 0.062832, 0.408407, 0.000024, 0.000000
3000.000000, 0.062832, 0.376991, 0.000024, 0.000000
3000.000000, 0.062832, 0.345575, 0.000024, 0.000000
3000.000000, 0.062832, 0.314159, 0.000023, 0.000000
3000.000000, 0.062832, 0.282743, 0.000022, 0.000000
3000.000000, 0.062832, 0.251327, 0.000022, 0.000000
3000.000000, 0.062832, 0.219911, 0.000021, 0.000000
3000.000000, 0.062832, 0.188496, 0.000020, 0.000000
3000.000000, 0.062832, 0.157080, 0.000019, 0.000000
3000.000000, 0.062832, 0.125664, 0.000019, 0.000000
3000.000000, 0.062832, 0.094248, 0.000019, 0.000000
3000.000000, 0.062832, 0.062832, 0.000017, 0.000000
3000.000000, 0.062832, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, 0.125664, 3.110177, 0.000016, 0.000000
3000.000000, 0.125664, 3.078761, 0.000018, 0.000000
3000.000000, 0.125664, 3.047345, 0.000018, 0.000000
3000.000000, 0.125664, 3.015929, 0.000018, 0.000000
3000.000000, 0.125664, 2.984513, 0.000020, 0.000000
3000.000000, 0.125664, 2.953097, 0.000021, 0.000000
3000.000000, 0.125664, 2.921681, 0.000020, 0.000000
3000.000000, 0.125664, 2.890265, 0.000020, 0.000000
3000.000000, 0.125664, 2.858849, 0.000023, 0.000000
3000.000000, 0.125664, 2.827433, 0.000024, 0.000000
3000.000000, 0.125664, 2.796017, 0.000023, 0.000000
3000.000000, 0.125664, 2.764602, 0.000022, 0.000000
3000.000000, 0.125664, 2.733186, 0.000023, 0.000000
3000.000000, 0.125664, 2.701770, 0.000024, 0.000000
3000.000000, 0.125664, 2.670354, 0.000023, 0.000000
3000.000000, 0.125664, 2.638938, 0.000021, 0.000000
3000.000000, 0.125664, 2.607522, 0.000020, 0.000000
3000.000000, 0.125664, 2.576106, 0.000019, 0.000000
3000.000000, 0.125664, 2.544690, 0.000017, 0.000000
3000.000000, 0.125664, 2.513274, 0.000013, 0.000000
3000.000000, 0.125664, 2.481858, 0.000010, 0.000000
3000.000000, 0.125664, 2.450442, 0.000010, 0.000000
3000.000000, 0.125664, 2.419026, 0.000014, 0.000000
3000.000000, 0.125664, 2.387610, 0.000021, 0.000000
3000.000000, 0.125664, 2.356194, 0.000027, 0.000000
3000.000000, 0.125664, 2.324779, 0.000032, 0.000000
3000.000000, 0.125664, 2.293363, 0.000034, 0.000000
3000.000000, 0.125664, 2.261947, 0.000038, 0.000000
3000.000000, 0.125664, 2.230531, 0.000047, 0.000000
3000.000000, 0.125664, 2.199115, 0.000059, 0.000000
3000.000000, 0.125664, 2.167699, 0.000068, 0.000000
3000.000000, 0.125664, 2.136283, 0.000072, 0.000000
3000.000000, 0.125664, 2.104867, 0.000069, 0.000000
3000.000000, 0.125664, 2.073451, 0.000060, 0.000000
3000.000000, 0.125664, 2.042035, 0.000049, 0.000000
3000.000000, 0.125664, 2.010619, 0.000045, 0.000000
3000.000000, 0.125664, 1.979203, 0.000052, 0.000000
3000.000000, 0.125664, 1.947787, 0.000068, 0.000000
3000.000000, 0.125664, 1.916372, 0.000085, 0.000000
3000.000000, 0.125664, 1.884956, 0.000101, 0.000000
3000.000000, 0.125664, 1.853540, 0.000115, 0.000000
3000.000000, 0.125664, 1.822124, 0.000126, 0.000000
3000.000000, 0.125664, 1.790708, 0.000136, 0.000000
3000.000000, 0.125664, 1.759292, 0.000145, 0.000000
3000.000000, 0.125664, 1.727876, 0.000152, 0.000000
3000.000000, 0.125664, 1.696460, 0.000160, 0.000000
3000.000000, 0.125664, 1.665044, 0.000166, 0.000000
3000.000000, 0.125664, 1.633628, 0.000170, 0.000000
3000.000000, 0.125664, 1.602212, 0.000173, 0.000000
3000.000000, 0.125664, 1.570796, 0.000174, 0.000000
3000.000000, 0.125664, 1.539380, 0.000173, 0.000000
3000.000000, 0.125664, 1.507964, 0.000169, 0.000000
3000.000000, 0.125664, 1.476549, 0.000164, 0.000000
3000.000000, 0.125664, 1.445133, 0.000158, 0.000000
3000.000000, 0.125664, 1.413717, 0.000150, 0.000000
3000.000000, 0.125664, 1.382301, 0.000142, 0.000000
3000.000000, 0.125664, 1.350885, 0.000134, 0.000000
3000.000000, 0.125664, 1.319469, 0.000124, 0.000000
3000.000000, 0.125664, 1.288053, 0.000113, 0.000000
3000.000000, 0.125664, 1.256637, 0.000100, 0.000000
3000.000000, 0.125664, 1.225221, 0.000085, 0.000000
3000.000000, 0.125664, 1.193805, 0.000068, 0.000000
3000.000000, 0.125664, 1.162389, 0.000053, 0.000000
3000.000000, 0.125664, 1.130973, 0.000045, 0.000000
3000.000000, 0.125664, 1.099557, 0.000049, 0.000000
3000.000000, 0.125664, 1.068142, 0.000059, 0.000000
3000.000000, 0.125664, 1.036726, 0.000069, 0.000000
3000.000000, 0.125664, 1.005310, 0.000073, 0.000000
3000.000000, 0.125664, 0.973894, 0.000070, 0.000000
3000.000000, 0.125664, 0.942478, 0.000061, 0.000000
3000.000000, 0.125664, 0.911062, 0.000049, 0.000000
3000.000000, 0.125664, 0.879646, 0.000039, 0.000000
3000.000000, 0.125664, 0.848230, 0.000034, 0.000000
3000.000000, 0.125664, 0.816814, 0.000031, 0.000000
3000.000000, 0.125664, 0.785398, 0.000028, 0.000000
3000.000000, 0.125664, 0.753982, 0.000023, 0.000000
3000.000000, 0.125664, 0.722566, 0.000017, 0.000000
3000.000000, 0.125664, 0.691150, 0.000012, 0.000000
3000.000000, 0.125664, 0.659734, 0.000010, 0.000000
3000.000000, 0.125664, 0.628319, 0.000012, 0.000000
3000.000000, 0.125664, 0.596903, 0.000015, 0.000000
3000.000000, 0.125664, 0.565487, 0.000019, 0.000000
3000.000000, 0.125664, 0.534071, 0.000021, 0.000000
3000.000000, 0.125664, 0.502655, 0.000022, 0.000000
3000.000000, 0.125664, 0.471239, 0.000022, 0.000000
3000.000000, 0.125664, 0.439823, 0.000022, 0.000000
3000.000000, 0.125664, 0.408407, 0.000023, 0.000000
3000.000000, 0.125664, 0.376991, 0.000023, 0.000000
3000.000000, 0.125664, 0.345575, 0.000023, 0.000000
3000.000000, 0.125664, 0.314159, 0.000022, 0.000000
3000.000000, 0.125664, 0.282743, 0.000022, 0.000000
3000.000000, 0.125664, 0.251327, 0.000022, 0.000000
3000.000000, 0.125664, 0.219911, 0.000021, 0.000000
3000.000000, 0.125664, 0.188496, 0.000020, 0.000000
3000.000000, 0.125664, 0.157080, 0.000019, 0.000000
3000.000000, 0.125664, 0.125664, 0.000019, 0.000000
3000.000000, 0.125664, 0.094248, 0.000019, 0.000000
3000.000000, 0.125664, 0.062832, 0.000017, 0.000000
3000.000000, 0.125664, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, 0.188496, 3.110177, 0.000016, 0.000000
3000.000000, 0.188496, 3.078761, 0.000018, 0.000000
3000.000000, 0.188496, 3.047345, 0.000018, 0.000000
3000.000000, 0.188496, 3.015929, 0.000018, 0.000000
3000.000000, 0.188496, 2.984513, 0.000019, 0.000000
3000.000000, 0.188496, 2.953097, 0.000020, 0.000000
3000.000000, 0.188496, 2.921681, 0.000020, 0.000000
3000.000000, 0.188496, 2.890265, 0.000020, 0.000000
3000.000000, 0.188496, 2.858849, 0.000022, 0.000000
3000.000000, 0.188496, 2.827433, 0.000023, 0.000000
3000.000000, 0.188496, 2.796017, 0.000022, 0.000000
3000.000000, 0.188496, 2.764602, 0.000021, 0.000000
3000.000000, 0.188496, 2.733186, 0.000021, 0.000000
3000.000000, 0.188496, 2.701770, 0.000022, 0.000000
3000.000000, 0.188496, 2.670354, 0.000021, 0.000000
3000.000000, 0.188496, 2.638938, 0.000019, 0.000000
3000.000000, 0.188496, 2.607522, 0.000018, 0.000000
3000.000000, 0.188496, 2.576106, 0.000017, 0.000000
3000.000000, 0.188496, 2.544690, 0.000015, 0.000000
3000.000000, 0.188496, 2.513274, 0.000012, 0.000000
3000.000000, 0.188496, 2.481858, 0.000009, 0.000000
3000.000000, 0.188496, 2.450442, 0.000009, 0.000000
3000.000000, 0.188496, 2.419026, 0.000012, 0.000000
3000.000000, 0.188496, 2.387610, 0.000018, 0.000000
3000.000000, 0.188496, 2.356194, 0.000024, 0.000000
3000.000000, 0.188496, 2.324779, 0.000027, 0.000000
3000.000000, 0.188496, 2.293363, 0.000029, 0.000000
3000.000000, 0.188496, 2.261947, 0.000030, 0.000000
3000.000000, 0.188496, 2.230531, 0.000036, 0.000000
3000.000000, 0.188496, 2.199115, 0.000045, 0.000000
3000.000000, 0.188496, 2.167699, 0.000055, 0.000000
3000.000000, 0.188496, 2.136283, 0.000060, 0.000000
3000.000000, 0.188496, 2.104867, 0.000059, 0.000000
3000.000000, 0.188496, 2.073451, 0.000053, 0.000000
3000.000000, 0.188496, 2.042035, 0.000046, 0.000000
3000.000000, 0.188496, 2.010619, 0.000041, 0.000000
3000.000000, 0.188496, 1.979203, 0.000046, 0.000000
3000.000000, 0.188496, 1.947787, 0.000058, 0.000000
3000.000000, 0.188496, 1.916372, 0.000071, 0.000000
3000.000000, 0.188496, 1.884956, 0.000084, 0.000000
3000.000000, 0.188496, 1.853540, 0.000095, 0.000000
3000.000000, 0.188496, 1.822124, 0.000104, 0.000000
3000.000000, 0.188496, 1.790708, 0.000111, 0.000000
3000.000000, 0.188496, 1.759292, 0.000116, 0.000000
3000.000000, 0.188496, 1.727876, 0.000120, 0.000000
3000.000000, 0.188496, 1.696460, 0.000123, 0.000000
3000.000000, 0.188496, 1.665044, 0.000126, 0.000000
3000.000000, 0.188496, 1.633628, 0.000128, 0.000000
3000.000000, 0.188496, 1.602212, 0.000129, 0.000000
3000.000000, 0.188496, 1.570796, 0.000130, 0.000000
3000.000000, 0.188496, 1.539380, 0.000129, 0.000000
3000.000000, 0.188496, 1.507964, 0.000127, 0.000000
3000.000000, 0.188496, 1.476549, 0.000125, 0.000000
3000.000000, 0.188496, 1.445133, 0.000122, 0.000000
3000.000000, 0.188496, 1.413717, 0.000118, 0.000000
3000.000000, 0.188496, 1.382301, 0.000114, 0.000000
3000.000000, 0.188496, 1.350885, 0.000109, 0.000000
3000.000000, 0.188496, 1.319469, 0.000102, 0.000000
3000.000000, 0.188496, 1.288053, 0.000094, 0.000000
3000.000000, 0.188496, 1.256637, 0.000084, 0.000000
3000.000000, 0.188496, 1.225221, 0.000072, 0.000000
3000.000000, 0.188496, 1.193805, 0.000058, 0.000000
3000.000000, 0.188496, 1.162389, 0.000047, 0.000000
3000.000000, 0.188496, 1.130973, 0.000042, 0.000000
3000.000000, 0.188496, 1.099557, 0.000046, 0.000000
3000.000000, 0.188496, 1.068142, 0.000053, 0.000000
3000.000000, 0.188496, 1.036726, 0.000059, 0.000000
3000.000000, 0.188496, 1.005310, 0.000061, 0.000000
3000.000000, 0.188496, 0.973894, 0.000056, 0.000000
3000.000000, 0.188496, 0.942478, 0.000048, 0.000000
3000.000000, 0.188496, 0.911062, 0.000038, 0.000000
3000.000000, 0.188496, 0.879646, 0.000031, 0.000000
3000.000000, 0.188496, 0.848230, 0.000028, 0.000000
3000.000000, 0.188496, 0.816814, 0.000027, 0.000000
3000.000000, 0.188496, 0.785398, 0.000025, 0.000000
3000.000000, 0.188496, 0.753982, 0.000020, 0.000000
3000.000000, 0.188496, 0.722566, 0.000014, 0.000000
3000.000000, 0.188496, 0.691150, 0.000010, 0.000000
3000.000000, 0.188496, 0.659734, 0.000009, 0.000000
3000.000000, 0.188496, 0.628319, 0.000010, 0.000000
3000.000000, 0.188496, 0.596903, 0.000014, 0.000000
3000.000000, 0.188496, 0.565487, 0.000017, 0.000000
3000.000000, 0.188496, 0.534071, 0.000019, 0.000000
3000.000000, 0.188496, 0.502655, 0.000020, 0.000000
3000.000000, 0.188496, 0.471239, 0.000020, 0.000000
3000.000000, 0.188496, 0.439823, 0.000020, 0.000000
3000.000000, 0.188496, 0.408407, 0.000021, 0.000000
3000.000000, 0.188496, 0.376991, 0.000022, 0.000000
3000.000000, 0.188496, 0.345575, 0.000022, 0.000000
3000.000000, 0.188496, 0.314159, 0.000022, 0.000000
3000.000000, 0.188496, 0.282743, 0.000021, 0.000000
3000.000000, 0.188496, 0.251327, 0.000021, 0.000000
3000.000000, 0.188496, 0.219911, 0.000021, 0.000000
3000.000000, 0.188496, 0.188496, 0.000019, 0.000000
3000.000000, 0.188496, 0.157080, 0.000019, 0.000000
3000.000000, 0.188496, 0.125664, 0.000019, 0.000000
3000.000000, 0.188496, 0.094248, 0.000019, 0.000000
3000.000000, 0.188496, 0.062832, 0.000017, 0.000000
3000.000000, 0.188496, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, 0.251327, 3.110177, 0.000016, 0.000000
3000.000000, 0.251327, 3.078761, 0.000018, 0.000000
3000.000000, 0.251327, 3.047345, 0.000018, 0.000000
3000.000000, 0.251327, 3.015929, 0.000018, 0.000000
3000.000000, 0.251327, 2.984513, 0.000019, 0.000000
3000.000000, 0.251327, 2.953097, 0.000020, 0.000000
3000.000000, 0.251327, 2.921681, 0.000019, 0.000000
3000.000000, 0.251327, 2.890265, 0.000019, 0.000000
3000.000000, 0.251327, 2.858849, 0.000021, 0.000000
3000.000000, 0.251327, 2.827433, 0.000022, 0.000000
3000.000000, 0.251327, 2.796017, 0.000021, 0.000000
3000.000000, 0.251327, 2.764602, 0.000020, 0.000000
3000.000000, 0.251327, 2.733186, 0.000019, 0.000000
3000.000000, 0.251327, 2.701770, 0.000020, 0.000000
3000.000000, 0.251327, 2.670354, 0.000019, 0.000000
3000.000000, 0.251327, 2.638938, 0.000017, 0.000000
3000.000000, 0.251327, 2.607522, 0.000016, 0.000000
3000.000000, 0.251327, 2.576106, 0.000015, 0.000000
3000.000000, 0.251327, 2.544690, 0.000013, 0.000000
3000.000000, 0.251327, 2.513274, 0.000010, 0.000000
3000.000000, 0.251327, 2.481858, 0.000008, 0.000000
3000.000000, 0.251327, 2.450442, 0.000007, 0.000000
3000.000000, 0.251327, 2.419026, 0.000009, 0.000000
3000.000000, 0.251327, 2.387610, 0.000014, 0.000000
3000.000000, 0.251327, 2.356194, 0.000019, 0.000000
3000.000000, 0.251327, 2.324779, 0.000022, 0.000000
3000.000000, 0.251327, 2.293363, 0.000023, 0.000000
3000.000000, 0.251327, 2.261947, 0.000022, 0.000000
3000.000000, 0.251327, 2.230531, 0.000025, 0.000000
3000.000000, 0.251327, 2.199115, 0.000031, 0.000000
3000.000000, 0.251327, 2.167699, 0.000039, 0.000000
3000.000000, 0.251327, 2.136283, 0.000045, 0.000000
3000.000000, 0.251327, 2.104867, 0.000046, 0.000000
3000.000000, 0.251327, 2.073451, 0.000044, 0.000000
3000.000000, 0.251327, 2.042035, 0.000039, 0.000000
3000.000000, 0.251327, 2.010619, 0.000036, 0.000000
3000.000000, 0.251327, 1.979203, 0.000039, 0.000000
3000.000000, 0.251327, 1.947787, 0.000046, 0.000000
3000.000000, 0.251327, 1.916372, 0.000056, 0.000000
3000.000000, 0.251327, 1.884956, 0.000065, 0.000000
3000.000000, 0.251327, 1.853540, 0.000073, 0.000000
3000.000000, 0.251327, 1.822124, 0.000079, 0.000000
3000.000000, 0.251327, 1.790708, 0.000083, 0.000000
3000.000000, 0.251327, 1.759292, 0.000085, 0.000000
3000.000000, 0.251327, 1.727876, 0.000086, 0.000000
3000.000000, 0.251327, 1.696460, 0.000087, 0.000000
3000.000000, 0.251327, 1.665044, 0.000087, 0.000000
3000.000000, 0.251327, 1.633628, 0.000087, 0.000000
